,filename,beginposition,relativeorbitnumber,cloudcoverpercentage,orbitdirection,tileid,tileid_acquisitiondate,month,day_of_year,year
fe06cf7c-ff87-469e-9c2c-88057ae077db,S2B_MSIL2A_20210818T104619_N0301_R051_T31UDP_20210818T122632.SAFE,2021-08-18 10:46:19.024,51,96.19627800000002,ASCENDING,T31UDP,T31UDP_20210818T104619,08,230,2021
4aad5995-2c6b-4b9e-a7c0-79969727bb96,S2A_MSIL2A_20210813T105031_N0301_R051_T31UDP_20210813T140349.SAFE,2021-08-13 10:50:31.024,51,5.104722,DESCENDING,T31UDP,T31UDP_20210813T105031,08,225,2021
72409665-cec2-49c9-8298-d125198cd19b,S2B_MSIL2A_20210808T104619_N0301_R051_T31UDP_20210808T141047.SAFE,2021-08-08 10:46:19.024,51,41.202937,DESCENDING,T31UDP,T31UDP_20210808T104619,08,220,2021
af0eb541-a28d-4476-b821-b2c4aee9da70,S2A_MSIL2A_20210803T105031_N0301_R051_T31UDP_20210803T140723.SAFE,2021-08-03 10:50:31.024,51,98.22411499999998,DESCENDING,T31UDP,T31UDP_20210803T105031,08,215,2021
1073ab9d-33a0-45e6-9e0f-ed2132961c1a,S2B_MSIL2A_20210729T104619_N0301_R051_T31UDP_20210801T185118.SAFE,2021-07-29 10:46:19.024,51,55.909697,ASCENDING,T31UDP,T31UDP_20210729T104619,07,210,2021
b03dcb68-2074-40af-9567-fc5a50626184,S2A_MSIL2A_20210724T105031_N0301_R051_T31UDP_20210724T135839.SAFE,2021-07-24 10:50:31.024,51,90.301061,DESCENDING,T31UDP,T31UDP_20210724T105031,07,205,2021
b1e6f3cd-6673-44c0-b54c-56d49641ad0e,S2B_MSIL2A_20210719T104619_N0301_R051_T31UDP_20210721T172319.SAFE,2021-07-19 10:46:19.025,51,1.51614,ASCENDING,T31UDP,T31UDP_20210719T104619,07,200,2021
34790d60-250e-471a-a04d-77a9d513945c,S2A_MSIL2A_20210714T105031_N0301_R051_T31UDP_20210714T135226.SAFE,2021-07-14 10:50:31.024,51,84.270628,DESCENDING,T31UDP,T31UDP_20210714T105031,07,195,2021
01a94c3d-ed5d-4c56-a998-b2e3a0c49e46,S2B_MSIL2A_20210709T104619_N0301_R051_T31UDP_20210709T142318.SAFE,2021-07-09 10:46:19.024,51,83.351074,DESCENDING,T31UDP,T31UDP_20210709T104619,07,190,2021
72ec64ca-d48e-462c-82c7-41d70ce679b1,S2A_MSIL2A_20210704T105031_N0301_R051_T31UDP_20210704T140941.SAFE,2021-07-04 10:50:31.024,51,53.074655,DESCENDING,T31UDP,T31UDP_20210704T105031,07,185,2021
d5743563-cf55-469f-8b83-cc9357fae40a,S2B_MSIL2A_20210629T104619_N0300_R051_T31UDP_20210629T125505.SAFE,2021-06-29 10:46:19.024,51,89.01459899999999,ASCENDING,T31UDP,T31UDP_20210629T104619,06,180,2021
6658c935-8ad0-45da-9068-b0d289689939,S2A_MSIL2A_20210624T105031_N0300_R051_T31UDP_20210624T135810.SAFE,2021-06-24 10:50:31.024,51,86.194875,DESCENDING,T31UDP,T31UDP_20210624T105031,06,175,2021
167b31fa-7f8d-46a8-a134-3ab490a28630,S2B_MSIL2A_20210619T104619_N0300_R051_T31UDP_20210619T123413.SAFE,2021-06-19 10:46:19.024,51,68.523437,ASCENDING,T31UDP,T31UDP_20210619T104619,06,170,2021
b5eb6353-ccd6-4f5c-bb66-2f97d76c0dda,S2A_MSIL2A_20210614T105031_N0300_R051_T31UDP_20210614T140120.SAFE,2021-06-14 10:50:31.024,51,0.198549,DESCENDING,T31UDP,T31UDP_20210614T105031,06,165,2021
6b3cc471-55fd-4b6b-9611-61a04f137737,S2B_MSIL2A_20210609T104619_N0300_R051_T31UDP_20210609T142200.SAFE,2021-06-09 10:46:19.024,51,21.950533,DESCENDING,T31UDP,T31UDP_20210609T104619,06,160,2021
884a991c-87fd-453d-89ba-8ecd8dd91ad5,S2A_MSIL2A_20210604T105031_N0300_R051_T31UDP_20210604T141149.SAFE,2021-06-04 10:50:31.024,51,99.35993,DESCENDING,T31UDP,T31UDP_20210604T105031,06,155,2021
12001f06-4ec8-44d6-a7b0-4325af451dea,S2B_MSIL2A_20210530T104619_N0300_R051_T31UDP_20210530T125536.SAFE,2021-05-30 10:46:19.024,51,17.299515,ASCENDING,T31UDP,T31UDP_20210530T104619,05,150,2021
245ba70c-0fe0-4da6-91e1-94193fd9644f,S2A_MSIL2A_20210525T105031_N0300_R051_T31UDP_20210525T140118.SAFE,2021-05-25 10:50:31.024,51,50.388469,DESCENDING,T31UDP,T31UDP_20210525T105031,05,145,2021
2c9e9d61-9f8b-41cf-98f1-bc43ca42581d,S2B_MSIL2A_20210520T104619_N0300_R051_T31UDP_20210520T124024.SAFE,2021-05-20 10:46:19.024,51,94.997755,ASCENDING,T31UDP,T31UDP_20210520T104619,05,140,2021
78ba0b37-ab13-4633-b04e-78af4c6df940,S2A_MSIL2A_20210515T105031_N0300_R051_T31UDP_20210515T141454.SAFE,2021-05-15 10:50:31.024,51,95.876248,DESCENDING,T31UDP,T31UDP_20210515T105031,05,135,2021
52dd43f9-638c-419e-b518-512259eaeaf8,S2A_MSIL2A_20210505T105031_N0300_R051_T31UDP_20210505T154202.SAFE,2021-05-05 10:50:31.024,51,58.317856000000006,DESCENDING,T31UDP,T31UDP_20210505T105031,05,125,2021
de1b2f2e-4f3c-4c11-9400-712b607ba9af,S2B_MSIL2A_20210430T104619_N0300_R051_T31UDP_20210430T125806.SAFE,2021-04-30 10:46:19.024,51,79.635645,ASCENDING,T31UDP,T31UDP_20210430T104619,04,120,2021
6996cff1-b7f7-40f5-b4bb-5e9933304992,S2A_MSIL2A_20210425T105021_N0300_R051_T31UDP_20210425T135357.SAFE,2021-04-25 10:50:21.024,51,3.405292,DESCENDING,T31UDP,T31UDP_20210425T105021,04,115,2021
f327e0fd-dde6-4929-87fa-97564e7a9208,S2B_MSIL2A_20210420T104619_N0300_R051_T31UDP_20210420T123753.SAFE,2021-04-20 10:46:19.025,51,53.100524,ASCENDING,T31UDP,T31UDP_20210420T104619,04,110,2021
80f384af-d604-4606-b323-b06bf9307ab8,S2A_MSIL2A_20210415T105021_N0300_R051_T31UDP_20210415T135921.SAFE,2021-04-15 10:50:21.024,51,38.240065,DESCENDING,T31UDP,T31UDP_20210415T105021,04,105,2021
641ebefe-0809-4e42-8c2e-6e7e74f29633,S2B_MSIL2A_20210410T104619_N0300_R051_T31UDP_20210410T142518.SAFE,2021-04-10 10:46:19.024,51,95.460947,DESCENDING,T31UDP,T31UDP_20210410T104619,04,100,2021
e15ca048-9d25-4bc6-95b3-45d677bf3585,S2A_MSIL2A_20210405T105021_N0300_R051_T31UDP_20210405T135213.SAFE,2021-04-05 10:50:21.024,51,99.690616,DESCENDING,T31UDP,T31UDP_20210405T105021,04,095,2021
0ecc6995-3974-44b5-9e24-af2fde7e5db0,S2B_MSIL2A_20210331T104619_N0300_R051_T31UDP_20210331T133112.SAFE,2021-03-31 10:46:19.024,51,0.495121,ASCENDING,T31UDP,T31UDP_20210331T104619,03,090,2021
9ff11d87-e3fb-416f-9d15-392da017b198,S2A_MSIL2A_20210326T105031_N0214_R051_T31UDP_20210326T133409.SAFE,2021-03-26 10:50:31.024,51,69.089651,DESCENDING,T31UDP,T31UDP_20210326T105031,03,085,2021
633347d8-0ad5-4e41-b8e3-caca40c4a006,S2B_MSIL2A_20210321T104639_N0214_R051_T31UDP_20210321T131056.SAFE,2021-03-21 10:46:39.024,51,99.999228,ASCENDING,T31UDP,T31UDP_20210321T104639,03,080,2021
37e3d449-7ba3-418c-b825-0440c11ac708,S2A_MSIL2A_20210316T105031_N0214_R051_T31UDP_20210316T134446.SAFE,2021-03-16 10:50:31.024,51,73.341529,DESCENDING,T31UDP,T31UDP_20210316T105031,03,075,2021
61b09150-5509-4a27-81b6-b07cbb95cb12,S2B_MSIL2A_20210311T104749_N0214_R051_T31UDP_20210311T140342.SAFE,2021-03-11 10:47:49.024,51,56.549076,DESCENDING,T31UDP,T31UDP_20210311T104749,03,070,2021
adb4ac89-b3be-40c5-baba-18bb10e759af,S2A_MSIL2A_20210306T105031_N0214_R051_T31UDP_20210306T134510.SAFE,2021-03-06 10:50:31.024,51,0.624806,DESCENDING,T31UDP,T31UDP_20210306T105031,03,065,2021
c2f76eea-9282-4261-83f0-fbb3ba08bcff,S2B_MSIL2A_20210301T104859_N0214_R051_T31UDP_20210301T125453.SAFE,2021-03-01 10:48:59.025,51,0.061508999999999994,DESCENDING,T31UDP,T31UDP_20210301T104859,03,060,2021
5583451b-7cff-4f42-8e36-07c319ba1516,S2A_MSIL2A_20210224T105031_N0214_R051_T31UDP_20210225T170514.SAFE,2021-02-24 10:50:31.024,51,0.089466,DESCENDING,T31UDP,T31UDP_20210224T105031,02,055,2021
e69942a5-8b7d-4753-85a8-7c20c5eeaee1,S2B_MSIL2A_20210219T104959_N0214_R051_T31UDP_20210219T124811.SAFE,2021-02-19 10:49:59.025,51,71.646877,DESCENDING,T31UDP,T31UDP_20210219T104959,02,050,2021
1206ebd1-5505-4e5e-a28e-c7762e73dfdb,S2A_MSIL2A_20210214T105131_N0214_R051_T31UDP_20210214T134249.SAFE,2021-02-14 10:51:31.024,51,40.471862,DESCENDING,T31UDP,T31UDP_20210214T105131,02,045,2021
e762865b-f86c-48f5-8fcc-050188d406b3,S2B_MSIL2A_20210209T105109_N0214_R051_T31UDP_20210209T133752.SAFE,2021-02-09 10:51:09.024,51,100.0,DESCENDING,T31UDP,T31UDP_20210209T105109,02,040,2021
eaffb7a5-2ebf-4ee6-ac4d-2b463e58ab58,S2A_MSIL2A_20210204T105241_N0214_R051_T31UDP_20210204T134102.SAFE,2021-02-04 10:52:41.024,51,97.914922,DESCENDING,T31UDP,T31UDP_20210204T105241,02,035,2021
5982bab7-44e3-4a2d-aaab-a2716916826f,S2B_MSIL2A_20210130T105209_N0214_R051_T31UDP_20210130T125621.SAFE,2021-01-30 10:52:09.024,51,82.183828,DESCENDING,T31UDP,T31UDP_20210130T105209,01,030,2021
ae19e013-6aed-4a4c-9fdb-3d2d80c4fabd,S2A_MSIL2A_20210125T105331_N0214_R051_T31UDP_20210125T134351.SAFE,2021-01-25 10:53:31.024,51,76.817476,DESCENDING,T31UDP,T31UDP_20210125T105331,01,025,2021
4425b8d5-7c3d-4ee2-a3f0-b9785380f7b8,S2B_MSIL2A_20210120T105249_N0214_R051_T31UDP_20210120T124627.SAFE,2021-01-20 10:52:49.024,51,99.997782,DESCENDING,T31UDP,T31UDP_20210120T105249,01,020,2021
34e44484-6bca-4ecf-a1ab-0e5bdb01d0a4,S2A_MSIL2A_20210115T105411_N0214_R051_T31UDP_20210115T134007.SAFE,2021-01-15 10:54:11.024,51,74.390839,DESCENDING,T31UDP,T31UDP_20210115T105411,01,015,2021
61a08b4f-b6fd-4de5-ad3e-bcae16e89120,S2B_MSIL2A_20210110T105329_N0214_R051_T31UDP_20210110T133755.SAFE,2021-01-10 10:53:29.024,51,16.005122,DESCENDING,T31UDP,T31UDP_20210110T105329,01,010,2021
4a2db731-3610-4ff4-9994-18b9692fb748,S2A_MSIL2A_20210105T105441_N0214_R051_T31UDP_20210105T133816.SAFE,2021-01-05 10:54:41.024,51,95.60902,DESCENDING,T31UDP,T31UDP_20210105T105441,01,005,2021
1dfdcd8c-36c6-4166-963b-8aa3c6d56ec8,S2B_MSIL2A_20201231T105349_N0214_R051_T31UDP_20201231T130556.SAFE,2020-12-31 10:53:49.024,51,92.89180400000001,DESCENDING,T31UDP,T31UDP_20201231T105349,12,366,2020
8dfc168e-ed8b-4746-96fc-15eaf0a786cc,S2A_MSIL2A_20201226T105451_N0214_R051_T31UDP_20201226T134024.SAFE,2020-12-26 10:54:51.024,51,35.366706,DESCENDING,T31UDP,T31UDP_20201226T105451,12,361,2020
546d0df4-9892-4079-b27a-a8e514f1f83f,S2B_MSIL2A_20201221T105349_N0214_R051_T31UDP_20201221T124347.SAFE,2020-12-21 10:53:49.024,51,99.566972,DESCENDING,T31UDP,T31UDP_20201221T105349,12,356,2020
a16e8939-efca-4e6e-a64e-1806d8d6d836,S2A_MSIL2A_20201216T105441_N0214_R051_T31UDP_20201216T133709.SAFE,2020-12-16 10:54:41.024,51,99.70649699999998,DESCENDING,T31UDP,T31UDP_20201216T105441,12,351,2020
8c2a25ed-a158-435a-a372-0ac8984f3b80,S2B_MSIL2A_20201211T105349_N0214_R051_T31UDP_20201211T134015.SAFE,2020-12-11 10:53:49.024,51,89.076511,DESCENDING,T31UDP,T31UDP_20201211T105349,12,346,2020
c92cd8bf-494b-48f7-9390-62a7f1a17252,S2A_MSIL2A_20201206T105431_N0214_R051_T31UDP_20201206T134033.SAFE,2020-12-06 10:54:31.024,51,90.95227199999998,DESCENDING,T31UDP,T31UDP_20201206T105431,12,341,2020
8e857056-fe5d-4d8e-993e-329ab14cc798,S2B_MSIL2A_20201201T105419_N0214_R051_T31UDP_20201201T124524.SAFE,2020-12-01 10:54:19.025,51,55.768296,DESCENDING,T31UDP,T31UDP_20201201T105419,12,336,2020
4f0a6283-2404-4eae-888d-0896617f0a93,S2A_MSIL2A_20201126T105401_N0214_R051_T31UDP_20201126T134845.SAFE,2020-11-26 10:54:01.024,51,3.254951,DESCENDING,T31UDP,T31UDP_20201126T105401,11,331,2020
2972ce95-7e08-4949-9717-a54f3dd1df0b,S2B_MSIL2A_20201121T105349_N0214_R051_T31UDP_20201121T124541.SAFE,2020-11-21 10:53:49.024,51,3.728574,DESCENDING,T31UDP,T31UDP_20201121T105349,11,326,2020
09031275-5693-4f71-b6f4-1c94968bffd1,S2A_MSIL2A_20201116T105331_N0214_R051_T31UDP_20201116T133944.SAFE,2020-11-16 10:53:31.024,51,99.999999,DESCENDING,T31UDP,T31UDP_20201116T105331,11,321,2020
e1a82e61-8175-4037-8b8f-63d777987858,S2B_MSIL2A_20201111T105259_N0214_R051_T31UDP_20201111T134038.SAFE,2020-11-11 10:52:59.025,51,99.068898,DESCENDING,T31UDP,T31UDP_20201111T105259,11,316,2020
968d7a2b-58fa-4d71-821d-5b2224829f62,S2A_MSIL2A_20201106T105241_N0214_R051_T31UDP_20201106T134121.SAFE,2020-11-06 10:52:41.024,51,5.851644,DESCENDING,T31UDP,T31UDP_20201106T105241,11,311,2020
962101f8-86ac-4ead-878e-8e6f6af1522c,S2B_MSIL2A_20201101T105209_N0214_R051_T31UDP_20201101T130055.SAFE,2020-11-01 10:52:09.024,51,91.572612,DESCENDING,T31UDP,T31UDP_20201101T105209,11,306,2020
8cdf56d7-5e45-4a72-b000-983545059ff1,S2A_MSIL2A_20201027T105141_N0214_R051_T31UDP_20201027T134252.SAFE,2020-10-27 10:51:41.024,51,85.383794,DESCENDING,T31UDP,T31UDP_20201027T105141,10,301,2020
ce4b724c-bc7d-450a-9ef1-2f49d52b301f,S2A_MSIL2A_20201017T105041_N0214_R051_T31UDP_20201017T134105.SAFE,2020-10-17 10:50:41.024,51,99.600984,DESCENDING,T31UDP,T31UDP_20201017T105041,10,291,2020
b61ac30f-5085-413e-89b9-331eee0dc225,S2B_MSIL2A_20201012T104909_N0214_R051_T31UDP_20201012T133544.SAFE,2020-10-12 10:49:09.024,51,92.99495999999999,DESCENDING,T31UDP,T31UDP_20201012T104909,10,286,2020
d48b9087-6da2-406c-bd31-e062b62429fd,S2A_MSIL2A_20201007T105031_N0214_R051_T31UDP_20201007T134214.SAFE,2020-10-07 10:50:31.024,51,87.74258,DESCENDING,T31UDP,T31UDP_20201007T105031,10,281,2020
6c05de8e-aedc-403a-ace6-6cb4fe309767,S2B_MSIL2A_20201002T104759_N0214_R051_T31UDP_20201002T125248.SAFE,2020-10-02 10:47:59.024,51,97.025568,DESCENDING,T31UDP,T31UDP_20201002T104759,10,276,2020
af01dfb7-2ba7-4b55-bfa5-cf898687062a,S2B_MSIL2A_20200922T104649_N0214_R051_T31UDP_20200927T135033.SAFE,2020-09-22 10:46:49.025,51,1.6478449999999998,DESCENDING,T31UDP,T31UDP_20200922T104649,09,266,2020
d6134ad0-01db-4d8a-802a-72312f82bed7,S2A_MSIL2A_20200927T105031_N0214_R051_T31UDP_20200927T135009.SAFE,2020-09-27 10:50:31.024,51,97.041502,DESCENDING,T31UDP,T31UDP_20200927T105031,09,271,2020
a7849608-1f6e-4bf0-93e0-3322fe0e3b31,S2A_MSIL2A_20200917T105031_N0214_R051_T31UDP_20200917T134757.SAFE,2020-09-17 10:50:31.024,51,0.18869899999999998,DESCENDING,T31UDP,T31UDP_20200917T105031,09,261,2020
30b79f8e-ba4e-4f01-8a66-b467071474ef,S2B_MSIL2A_20200912T104629_N0214_R051_T31UDP_20200912T135755.SAFE,2020-09-12 10:46:29.024,51,1.200122,DESCENDING,T31UDP,T31UDP_20200912T104629,09,256,2020
cf4833df-6d95-4891-9ca4-66ed20123a3a,S2A_MSIL2A_20200907T105031_N0214_R051_T31UDP_20200907T134456.SAFE,2020-09-07 10:50:31.024,51,10.289247,DESCENDING,T31UDP,T31UDP_20200907T105031,09,251,2020
0885d375-ea95-42ea-aff4-7c624a9bb7cd,S2B_MSIL2A_20200902T104629_N0214_R051_T31UDP_20200902T130435.SAFE,2020-09-02 10:46:29.024,51,21.709737,ASCENDING,T31UDP,T31UDP_20200902T104629,09,246,2020
3a12669e-5ee0-4c94-9d78-de667e31a3d2,S2A_MSIL2A_20200828T105031_N0214_R051_T31UDP_20200828T134727.SAFE,2020-08-28 10:50:31.024,51,87.61532500000001,DESCENDING,T31UDP,T31UDP_20200828T105031,08,241,2020
c43a32a8-f88e-4e29-bee4-865d6474b177,S2B_MSIL2A_20200823T104629_N0214_R051_T31UDP_20200823T134523.SAFE,2020-08-23 10:46:29.024,51,57.34259,DESCENDING,T31UDP,T31UDP_20200823T104629,08,236,2020
f9bd3f8f-5798-42b7-b38d-4611fe6143dd,S2A_MSIL2A_20200818T105031_N0214_R051_T31UDP_20200818T115758.SAFE,2020-08-18 10:50:31.024,51,44.996151000000005,DESCENDING,T31UDP,T31UDP_20200818T105031,08,231,2020
f4bd00e9-8124-4e36-bcb0-c00617662c2c,S2B_MSIL2A_20200813T104629_N0214_R051_T31UDP_20200813T133458.SAFE,2020-08-13 10:46:29.024,51,61.91061500000001,DESCENDING,T31UDP,T31UDP_20200813T104629,08,226,2020
2b50adfc-4f66-4350-94f1-d6a8fadf14d0,S2A_MSIL2A_20200808T105031_N0214_R051_T31UDP_20200808T115957.SAFE,2020-08-08 10:50:31.024,51,31.65329,DESCENDING,T31UDP,T31UDP_20200808T105031,08,221,2020
239cf616-1f3c-4a89-8dbd-1820d715cf55,S2B_MSIL2A_20200803T104629_N0214_R051_T31UDP_20200803T134220.SAFE,2020-08-03 10:46:29.024,51,78.152679,DESCENDING,T31UDP,T31UDP_20200803T104629,08,216,2020
97e0b5d8-0240-44ae-aa5b-b69248d35ebb,S2A_MSIL2A_20200729T105031_N0214_R051_T31UDP_20200729T134025.SAFE,2020-07-29 10:50:31.024,51,4.642756,DESCENDING,T31UDP,T31UDP_20200729T105031,07,211,2020
d0693262-cdcd-42d5-868f-a2c618ce791f,S2B_MSIL2A_20200724T104619_N0214_R051_T31UDP_20200724T142034.SAFE,2020-07-24 10:46:19.025,51,41.500986,DESCENDING,T31UDP,T31UDP_20200724T104619,07,206,2020
c1e83b85-f712-4dff-a6d9-d26ffeec3e96,S2A_MSIL2A_20200719T105031_N0214_R051_T31UDP_20200719T134605.SAFE,2020-07-19 10:50:31.024,51,74.863437,DESCENDING,T31UDP,T31UDP_20200719T105031,07,201,2020
3b235ab1-3be6-40f0-bb63-d00cc715f5a2,S2B_MSIL2A_20200714T104619_N0214_R051_T31UDP_20200714T135201.SAFE,2020-07-14 10:46:19.024,51,58.596625,DESCENDING,T31UDP,T31UDP_20200714T104619,07,196,2020
449c072e-e703-4a79-9e3c-9196d5a75ce5,S2A_MSIL2A_20200709T105031_N0214_R051_T31UDP_20200709T134755.SAFE,2020-07-09 10:50:31.024,51,4.000283,DESCENDING,T31UDP,T31UDP_20200709T105031,07,191,2020
2a26d33a-16fc-4ffc-a8b7-e3eb7cc9f0c7,S2B_MSIL2A_20200704T104619_N0214_R051_T31UDP_20200704T133959.SAFE,2020-07-04 10:46:19.024,51,83.563438,DESCENDING,T31UDP,T31UDP_20200704T104619,07,186,2020
6b305c79-1bc6-454f-a506-544deb38f946,S2A_MSIL2A_20200629T105031_N0214_R051_T31UDP_20200629T134108.SAFE,2020-06-29 10:50:31.024,51,24.148274999999998,DESCENDING,T31UDP,T31UDP_20200629T105031,06,181,2020
032525d8-c1cb-4d98-b333-5c7af2aaafa6,S2B_MSIL2A_20200624T104629_N0214_R051_T31UDP_20200624T134207.SAFE,2020-06-24 10:46:29.024,51,0.150457,ASCENDING,T31UDP,T31UDP_20200624T104629,06,176,2020
c3090193-f1bb-4cee-8a18-d5e19681cbed,S2A_MSIL2A_20200619T105031_N0214_R051_T31UDP_20200619T134906.SAFE,2020-06-19 10:50:31.024,51,95.72713899999998,DESCENDING,T31UDP,T31UDP_20200619T105031,06,171,2020
3faf4a21-13a1-47f8-9622-6552f5ace2e4,S2B_MSIL2A_20200614T104629_N0214_R051_T31UDP_20200614T140843.SAFE,2020-06-14 10:46:29.024,51,59.683113,DESCENDING,T31UDP,T31UDP_20200614T104629,06,166,2020
930bc2c4-ad27-4c6f-b744-436117d41841,S2A_MSIL2A_20200609T105031_N0214_R051_T31UDP_20200609T120930.SAFE,2020-06-09 10:50:31.025,51,91.313397,DESCENDING,T31UDP,T31UDP_20200609T105031,06,161,2020
e2a5fd45-0213-400c-9f28-fec179f40645,S2B_MSIL2A_20200604T104619_N0214_R051_T31UDP_20200604T134454.SAFE,2020-06-04 10:46:19.024,51,93.61645800000001,DESCENDING,T31UDP,T31UDP_20200604T104619,06,156,2020
882b5e9d-d548-4abc-98ca-7907434f0141,S2A_MSIL2A_20200530T105031_N0214_R051_T31UDP_20200530T134211.SAFE,2020-05-30 10:50:31.024,51,0.17537099999999997,DESCENDING,T31UDP,T31UDP_20200530T105031,05,151,2020
445fd2c2-14c6-4955-b3ee-0c302fe98968,S2B_MSIL2A_20200525T104619_N0214_R051_T31UDP_20200525T141054.SAFE,2020-05-25 10:46:19.024,51,18.608626,DESCENDING,T31UDP,T31UDP_20200525T104619,05,146,2020
34f9e275-808c-4aa5-aaee-20490c698e1f,S2A_MSIL2A_20200520T105031_N0214_R051_T31UDP_20200520T134332.SAFE,2020-05-20 10:50:31.024,51,0.546654,DESCENDING,T31UDP,T31UDP_20200520T105031,05,141,2020
eea3c7d0-5445-40a3-84c7-b1648b0fd63b,S2B_MSIL2A_20200515T104619_N0214_R051_T31UDP_20200515T135604.SAFE,2020-05-15 10:46:19.024,51,0.15774,DESCENDING,T31UDP,T31UDP_20200515T104619,05,136,2020
6eeec42c-c387-4528-84cb-1de245c5773e,S2A_MSIL2A_20200510T105031_N0214_R051_T31UDP_20200510T121029.SAFE,2020-05-10 10:50:31.024,51,93.78418799999999,DESCENDING,T31UDP,T31UDP_20200510T105031,05,131,2020
656c724e-1f10-46bf-8584-b4cc1ea4db75,S2B_MSIL2A_20200505T104619_N0214_R051_T31UDP_20200505T133820.SAFE,2020-05-05 10:46:19.024,51,91.239598,DESCENDING,T31UDP,T31UDP_20200505T104619,05,126,2020
afd1a823-ae87-4534-be55-ec14b4379e6d,S2A_MSIL2A_20200430T105031_N0214_R051_T31UDP_20200430T134331.SAFE,2020-04-30 10:50:31.024,51,99.532815,DESCENDING,T31UDP,T31UDP_20200430T105031,04,121,2020
536e28e6-11db-4987-adbc-7fc893688401,S2B_MSIL2A_20200425T104619_N0214_R051_T31UDP_20200425T134321.SAFE,2020-04-25 10:46:19.024,51,85.773954,ASCENDING,T31UDP,T31UDP_20200425T104619,04,116,2020
43cc8c4a-0b77-4f40-a9d9-c8d3833612df,S2A_MSIL2A_20200420T105031_N0214_R051_T31UDP_20200420T134306.SAFE,2020-04-20 10:50:31.024,51,28.346504999999997,DESCENDING,T31UDP,T31UDP_20200420T105031,04,111,2020
fdc7cd14-932f-4975-8701-5bce84742de2,S2B_MSIL2A_20200415T104619_N0214_R051_T31UDP_20200415T140319.SAFE,2020-04-15 10:46:19.024,51,0.456339,DESCENDING,T31UDP,T31UDP_20200415T104619,04,106,2020
9d2df870-6d55-4499-8929-c2c4b2610cbe,S2A_MSIL2A_20200410T105031_N0214_R051_T31UDP_20200410T120853.SAFE,2020-04-10 10:50:31.024,51,0.151141,DESCENDING,T31UDP,T31UDP_20200410T105031,04,101,2020
ca687a9d-67d0-49d8-bbe3-9d5b99360a72,S2B_MSIL2A_20200405T104619_N0214_R051_T31UDP_20200405T134034.SAFE,2020-04-05 10:46:19.024,51,0.381426,DESCENDING,T31UDP,T31UDP_20200405T104619,04,096,2020
52f4657a-d77d-40cb-9de9-6b4637fd3a73,S2A_MSIL2A_20200331T105021_N0214_R051_T31UDP_20200331T134144.SAFE,2020-03-31 10:50:21.024,51,14.621896,DESCENDING,T31UDP,T31UDP_20200331T105021,03,091,2020
ac018ebf-2466-46d8-913e-e67d42fd06be,S2B_MSIL2A_20200326T104639_N0214_R051_T31UDP_20200326T141923.SAFE,2020-03-26 10:46:39.024,51,0.493797,DESCENDING,T31UDP,T31UDP_20200326T104639,03,086,2020
e4eb9e0f-bf11-4d48-927e-5481efa159e6,S2A_MSIL2A_20200321T105021_N0214_R051_T31UDP_20200321T135104.SAFE,2020-03-21 10:50:21.024,51,99.985014,DESCENDING,T31UDP,T31UDP_20200321T105021,03,081,2020
7d34097b-02b2-4c1f-a7ab-d668d67da7d9,S2A_MSIL2A_20200220T105051_N0214_R051_T31UDP_20200319T131440.SAFE,2020-02-20 10:50:51.024,51,99.945569,DESCENDING,T31UDP,T31UDP_20200220T105051,02,051,2020
f002d034-6d6c-4ffb-9ba5-a2469af331f7,S2B_MSIL2A_20200316T104709_N0214_R051_T31UDP_20200316T135256.SAFE,2020-03-16 10:47:09.024,51,95.342679,DESCENDING,T31UDP,T31UDP_20200316T104709,03,076,2020
f983bef7-6aae-4d8d-a8e1-27daae346ae9,S2A_MSIL2A_20200311T105021_N0214_R051_T31UDP_20200311T152126.SAFE,2020-03-11 10:50:21.025,51,75.056701,DESCENDING,T31UDP,T31UDP_20200311T105021,03,071,2020
4b06153f-6bfc-4cec-8654-2c6c2f3fc7d5,S2B_MSIL2A_20200306T104819_N0214_R051_T31UDP_20200306T133852.SAFE,2020-03-06 10:48:19.024,51,62.23765,DESCENDING,T31UDP,T31UDP_20200306T104819,03,066,2020
c55b7334-dd5c-4a4c-a059-5931daa68372,S2A_MSIL2A_20200301T105021_N0214_R051_T31UDP_20200301T122129.SAFE,2020-03-01 10:50:21.024,51,94.19784699999998,DESCENDING,T31UDP,T31UDP_20200301T105021,03,061,2020
ab34edd4-2f2c-46f2-95f4-8708f3c8e36b,S2B_MSIL2A_20200225T104929_N0214_R051_T31UDP_20200225T134037.SAFE,2020-02-25 10:49:29.025,51,69.200617,DESCENDING,T31UDP,T31UDP_20200225T104929,02,056,2020
c920e30c-5b6d-4ac1-9b95-265b9c45f603,S2B_MSIL2A_20200215T105029_N0214_R051_T31UDP_20200215T132945.SAFE,2020-02-15 10:50:29.024,51,68.038469,DESCENDING,T31UDP,T31UDP_20200215T105029,02,046,2020
fb59416c-c39d-4619-b03b-0698f6cf9cd2,S2A_MSIL2A_20200210T105201_N0214_R051_T31UDP_20200210T122350.SAFE,2020-02-10 10:52:01.024,51,44.71018200000001,DESCENDING,T31UDP,T31UDP_20200210T105201,02,041,2020
