,filename,beginposition,relativeorbitnumber,cloudcoverpercentage,orbitdirection,tileid,tileid_acquisitiondate,month,day_of_year,year
15f7aa52-86d2-4e14-b191-290badae22d5,S2A_MSIL2A_20200718T112121_N0214_R037_T30UXC_20200718T123331.SAFE,2020-07-18 11:21:21.024,37,96.778139,DESCENDING,T30UXC,T30UXC_20200718T112121,07,200,2020
cb6a3611-bf51-4c42-9e7a-cb2cf1c83622,S2A_MSIL2A_20200715T110621_N0214_R137_T30UXC_20200715T140105.SAFE,2020-07-15 11:06:21.024,137,99.058773,DESCENDING,T30UXC,T30UXC_20200715T110621,07,197,2020
8d2dcd86-b5af-41fd-ae23-edd5cb2a5a32,S2B_MSIL2A_20200713T112119_N0214_R037_T30UXC_20200713T133039.SAFE,2020-07-13 11:21:19.024,37,99.696471,DESCENDING,T30UXC,T30UXC_20200713T112119,07,195,2020
b539d6ba-e761-40b9-a318-065b391740cb,S2B_MSIL2A_20200710T110619_N0214_R137_T30UXC_20200710T140319.SAFE,2020-07-10 11:06:19.024,137,81.038016,DESCENDING,T30UXC,T30UXC_20200710T110619,07,192,2020
4c6d2ab6-badf-433e-93b9-cfdeee236d81,S2A_MSIL2A_20200708T112121_N0214_R037_T30UXC_20200708T122745.SAFE,2020-07-08 11:21:21.024,37,99.964766,DESCENDING,T30UXC,T30UXC_20200708T112121,07,190,2020
e96b05fc-4cd4-4090-9631-5b92af8198fa,S2A_MSIL2A_20200705T110621_N0214_R137_T30UXC_20200705T120353.SAFE,2020-07-05 11:06:21.024,137,25.452156,DESCENDING,T30UXC,T30UXC_20200705T110621,07,187,2020
e8729529-fea2-472a-969d-97b4dbd38033,S2B_MSIL2A_20200703T112119_N0214_R037_T30UXC_20200703T130055.SAFE,2020-07-03 11:21:19.024,37,99.733287,DESCENDING,T30UXC,T30UXC_20200703T112119,07,185,2020
a741899a-59e9-414c-b887-90b27a56186d,S2B_MSIL2A_20200630T110619_N0214_R137_T30UXC_20200630T131806.SAFE,2020-06-30 11:06:19.024,137,84.538819,ASCENDING,T30UXC,T30UXC_20200630T110619,06,182,2020
c56d8939-10c6-47c5-b63a-2bdcfb04a203,S2A_MSIL2A_20200628T112121_N0214_R037_T30UXC_20200628T121758.SAFE,2020-06-28 11:21:21.024,37,44.313403,DESCENDING,T30UXC,T30UXC_20200628T112121,06,180,2020
7b12c25e-7623-4a6b-91eb-d68d23cf2141,S2A_MSIL2A_20200625T110631_N0214_R137_T30UXC_20200625T122333.SAFE,2020-06-25 11:06:31.025,137,0.214446,DESCENDING,T30UXC,T30UXC_20200625T110631,06,177,2020
24046775-0e52-4d9e-8167-6cf4dadfe94b,S2B_MSIL2A_20200623T112119_N0214_R037_T30UXC_20200623T143258.SAFE,2020-06-23 11:21:19.024,37,0.630148,DESCENDING,T30UXC,T30UXC_20200623T112119,06,175,2020
bdf67658-2684-41f8-ae7b-a094b551ef41,S2B_MSIL2A_20200620T110619_N0214_R137_T30UXC_20200620T131935.SAFE,2020-06-20 11:06:19.024,137,67.26527,DESCENDING,T30UXC,T30UXC_20200620T110619,06,172,2020
a27721e3-d25b-4810-9482-e06d49a9575a,S2A_MSIL2A_20200618T112121_N0214_R037_T30UXC_20200618T141236.SAFE,2020-06-18 11:21:21.024,37,90.048266,DESCENDING,T30UXC,T30UXC_20200618T112121,06,170,2020
c32096b7-4c9c-4438-a01e-95727ed8fb67,S2A_MSIL2A_20200615T110631_N0214_R137_T30UXC_20200615T122419.SAFE,2020-06-15 11:06:31.024,137,26.929778,DESCENDING,T30UXC,T30UXC_20200615T110631,06,167,2020
99a31c21-8fea-47b7-8b12-47247aa50363,S2B_MSIL2A_20200613T112119_N0214_R037_T30UXC_20200613T145330.SAFE,2020-06-13 11:21:19.024,37,39.236517,DESCENDING,T30UXC,T30UXC_20200613T112119,06,165,2020
82be115a-50b7-48bb-a2d5-4e7537eafd0b,S2B_MSIL2A_20200610T110619_N0214_R137_T30UXC_20200610T135037.SAFE,2020-06-10 11:06:19.024,137,99.574583,DESCENDING,T30UXC,T30UXC_20200610T110619,06,162,2020
ef9c1e8d-dd3c-4951-8b93-deff18a3c56a,S2A_MSIL2A_20200608T112121_N0214_R037_T30UXC_20200608T123307.SAFE,2020-06-08 11:21:21.024,37,97.477246,DESCENDING,T30UXC,T30UXC_20200608T112121,06,160,2020
0197f581-1c5b-497c-9b1b-6ebe8c725cd1,S2A_MSIL2A_20200605T110631_N0214_R137_T30UXC_20200605T120428.SAFE,2020-06-05 11:06:31.024,137,58.762721,DESCENDING,T30UXC,T30UXC_20200605T110631,06,157,2020
bdfcfc6c-d939-4153-a9fc-ff81ad62081c,S2B_MSIL2A_20200603T112119_N0214_R037_T30UXC_20200603T145623.SAFE,2020-06-03 11:21:19.024,37,80.27416,DESCENDING,T30UXC,T30UXC_20200603T112119,06,155,2020
a3dd9a8b-bae2-408e-9979-b19908f64bb0,S2B_MSIL2A_20200531T110619_N0214_R137_T30UXC_20200531T131801.SAFE,2020-05-31 11:06:19.024,137,11.268144,DESCENDING,T30UXC,T30UXC_20200531T110619,05,152,2020
6757260c-a60e-4764-9686-f923d610d1cf,S2A_MSIL2A_20200529T112121_N0214_R037_T30UXC_20200529T121613.SAFE,2020-05-29 11:21:21.024,37,0.957386,DESCENDING,T30UXC,T30UXC_20200529T112121,05,150,2020
a8293a4c-f2a7-425d-96a4-1bb9a1a7b302,S2A_MSIL2A_20200526T110631_N0214_R137_T30UXC_20200526T123247.SAFE,2020-05-26 11:06:31.024,137,31.088576,DESCENDING,T30UXC,T30UXC_20200526T110631,05,147,2020
891c0c29-2f63-430b-844d-9ea0a8cfe5b0,S2B_MSIL2A_20200524T112119_N0214_R037_T30UXC_20200524T132300.SAFE,2020-05-24 11:21:19.024,37,93.346205,DESCENDING,T30UXC,T30UXC_20200524T112119,05,145,2020
e7e1482a-6364-4e01-af6f-b632b6a2cbbc,S2B_MSIL2A_20200521T110619_N0214_R137_T30UXC_20200521T132110.SAFE,2020-05-21 11:06:19.024,137,0.7487250000000001,DESCENDING,T30UXC,T30UXC_20200521T110619,05,142,2020
56333485-2a6d-4cd6-af5c-c462e862b467,S2A_MSIL2A_20200519T112121_N0214_R037_T30UXC_20200519T141241.SAFE,2020-05-19 11:21:21.024,37,7.009906,DESCENDING,T30UXC,T30UXC_20200519T112121,05,140,2020
d9f33391-7dbc-49b1-ab2a-c4f348cf4862,S2A_MSIL2A_20200516T110631_N0214_R137_T30UXC_20200516T140353.SAFE,2020-05-16 11:06:31.024,137,93.84056,DESCENDING,T30UXC,T30UXC_20200516T110631,05,137,2020
520669e8-1fc5-4c65-87df-6a8ec4b5dcd8,S2B_MSIL2A_20200514T112109_N0214_R037_T30UXC_20200514T134122.SAFE,2020-05-14 11:21:09.024,37,20.10177,DESCENDING,T30UXC,T30UXC_20200514T112109,05,135,2020
46c86abc-74f7-472b-982f-3285e1768b21,S2B_MSIL2A_20200511T110619_N0214_R137_T30UXC_20200511T140923.SAFE,2020-05-11 11:06:19.024,137,56.208171,DESCENDING,T30UXC,T30UXC_20200511T110619,05,132,2020
7710e649-be21-4b1f-8868-ebfb8087c041,S2A_MSIL2A_20200509T112121_N0214_R037_T30UXC_20200509T123554.SAFE,2020-05-09 11:21:21.024,37,5.990015,DESCENDING,T30UXC,T30UXC_20200509T112121,05,130,2020
77e86cf1-40f1-4144-90d5-ca44bbbcc0f3,S2A_MSIL2A_20200506T110621_N0214_R137_T30UXC_20200506T154705.SAFE,2020-05-06 11:06:21.024,137,2.067852,DESCENDING,T30UXC,T30UXC_20200506T110621,05,127,2020
6f4e362a-48f2-4d42-9d56-b4c5fde0811a,S2B_MSIL2A_20200504T112109_N0214_R037_T30UXC_20200504T130659.SAFE,2020-05-04 11:21:09.024,37,62.28911500000001,DESCENDING,T30UXC,T30UXC_20200504T112109,05,125,2020
f7f128c9-1c5c-47cb-998d-f5282e88a394,S2B_MSIL2A_20200501T110619_N0214_R137_T30UXC_20200501T131713.SAFE,2020-05-01 11:06:19.024,137,73.206493,DESCENDING,T30UXC,T30UXC_20200501T110619,05,122,2020
a79fd256-811c-423b-9e16-1441cc7a6a2e,S2A_MSIL2A_20200429T112121_N0214_R037_T30UXC_20200429T121513.SAFE,2020-04-29 11:21:21.024,37,74.356958,DESCENDING,T30UXC,T30UXC_20200429T112121,04,120,2020
a455cefb-d6c1-4b83-9a5a-f5fb83f8076a,S2A_MSIL2A_20200426T110621_N0214_R137_T30UXC_20200426T123802.SAFE,2020-04-26 11:06:21.024,137,6.236144,DESCENDING,T30UXC,T30UXC_20200426T110621,04,117,2020
0921ce32-2fab-4528-a0ac-a294101fea4f,S2B_MSIL2A_20200424T112109_N0214_R037_T30UXC_20200424T132845.SAFE,2020-04-24 11:21:09.024,37,0.134347,DESCENDING,T30UXC,T30UXC_20200424T112109,04,115,2020
2b87ea6e-cc7d-418f-af4b-cbb97fad382f,S2B_MSIL2A_20200421T110619_N0214_R137_T30UXC_20200421T132513.SAFE,2020-04-21 11:06:19.025,137,4.747203,DESCENDING,T30UXC,T30UXC_20200421T110619,04,112,2020
0fd352c1-26b4-4559-ab3d-4b007d666d09,S2A_MSIL2A_20200419T112111_N0214_R037_T30UXC_20200419T123952.SAFE,2020-04-19 11:21:11.024,37,3.920681,DESCENDING,T30UXC,T30UXC_20200419T112111,04,110,2020
05a0929f-f692-47fc-91a9-64d60efeb7d9,S2A_MSIL2A_20200416T110621_N0214_R137_T30UXC_20200416T123354.SAFE,2020-04-16 11:06:21.024,137,53.861722,DESCENDING,T30UXC,T30UXC_20200416T110621,04,107,2020
cf770d96-b325-42af-b693-6dd4e5cab644,S2B_MSIL2A_20200414T112109_N0214_R037_T30UXC_20200414T132724.SAFE,2020-04-14 11:21:09.025,37,2.585273,DESCENDING,T30UXC,T30UXC_20200414T112109,04,105,2020
25e57bcd-5ded-48ac-b850-f89b46f41ea6,S2B_MSIL2A_20200411T110619_N0214_R137_T30UXC_20200411T135204.SAFE,2020-04-11 11:06:19.024,137,12.924839,DESCENDING,T30UXC,T30UXC_20200411T110619,04,102,2020
329d4bb7-fed2-4213-b1c6-84e00f31eac9,S2A_MSIL2A_20200409T112111_N0214_R037_T30UXC_20200409T141555.SAFE,2020-04-09 11:21:11.024,37,7.544811,DESCENDING,T30UXC,T30UXC_20200409T112111,04,100,2020
063d1f0e-a32a-42d2-8554-eaaf511e5c37,S2A_MSIL2A_20200406T110621_N0214_R137_T30UXC_20200406T120807.SAFE,2020-04-06 11:06:21.024,137,18.880672,DESCENDING,T30UXC,T30UXC_20200406T110621,04,097,2020
7e0f28ac-edc1-4c9b-ac22-2bff339f9afb,S2B_MSIL2A_20200404T112109_N0214_R037_T30UXC_20200404T141043.SAFE,2020-04-04 11:21:09.024,37,28.235747,DESCENDING,T30UXC,T30UXC_20200404T112109,04,095,2020
47e20e63-62ce-45d1-a0de-831b4b94ef13,S2B_MSIL2A_20200401T110619_N0214_R137_T30UXC_20200401T131831.SAFE,2020-04-01 11:06:19.024,137,99.09743000000002,DESCENDING,T30UXC,T30UXC_20200401T110619,04,092,2020
b98e3b0e-92b0-4770-920f-5099cdfdc582,S2A_MSIL2A_20200330T112111_N0214_R037_T30UXC_20200330T122304.SAFE,2020-03-30 11:21:11.024,37,95.33111,DESCENDING,T30UXC,T30UXC_20200330T112111,03,090,2020
8bce061d-335c-4209-a728-de408f961209,S2A_MSIL2A_20200327T110651_N0214_R137_T30UXC_20200327T123129.SAFE,2020-03-27 11:06:51.024,137,0.46069699999999997,DESCENDING,T30UXC,T30UXC_20200327T110651,03,087,2020
81ed6521-897d-4a78-9a25-959586a12bf0,S2B_MSIL2A_20200325T112109_N0214_R037_T30UXC_20200325T150223.SAFE,2020-03-25 11:21:09.024,37,0.653449,DESCENDING,T30UXC,T30UXC_20200325T112109,03,085,2020
347225f6-bb3e-4ff1-bf79-700eb22c2a5c,S2B_MSIL2A_20200322T110639_N0214_R137_T30UXC_20200322T132409.SAFE,2020-03-22 11:06:39.024,137,41.714999,ASCENDING,T30UXC,T30UXC_20200322T110639,03,082,2020
6cc8bf3d-c5d5-4d7e-8e07-27a2f0ac456d,S2A_MSIL2A_20200320T112111_N0214_R037_T30UXC_20200320T122909.SAFE,2020-03-20 11:21:11.024,37,43.713123,DESCENDING,T30UXC,T30UXC_20200320T112111,03,080,2020
f631f9d1-278b-423e-aa7a-531aeeefb6b2,S2A_MSIL2A_20200317T110801_N0214_R137_T30UXC_20200317T123526.SAFE,2020-03-17 11:08:01.024,137,88.689332,DESCENDING,T30UXC,T30UXC_20200317T110801,03,077,2020
6200d794-6bab-49e1-98a8-03bb7d70e189,S2B_MSIL2A_20200312T110739_N0214_R137_T30UXC_20200312T140649.SAFE,2020-03-12 11:07:39.024,137,28.878813,DESCENDING,T30UXC,T30UXC_20200312T110739,03,072,2020
c214de0a-3ef3-4391-be15-d25e9d28de38,S2A_MSIL2A_20200310T112111_N0214_R037_T30UXC_20200310T123418.SAFE,2020-03-10 11:21:11.024,37,96.463761,DESCENDING,T30UXC,T30UXC_20200310T112111,03,070,2020
68d9ef01-fddc-4df6-940c-9998278034ef,S2A_MSIL2A_20200307T110911_N0214_R137_T30UXC_20200307T123228.SAFE,2020-03-07 11:09:11.024,137,99.999777,DESCENDING,T30UXC,T30UXC_20200307T110911,03,067,2020
ee78b01a-0f96-4853-b019-8e3413cab08f,S2B_MSIL2A_20200305T112109_N0214_R037_T30UXC_20200305T140706.SAFE,2020-03-05 11:21:09.024,37,99.999256,DESCENDING,T30UXC,T30UXC_20200305T112109,03,065,2020
ad7035ae-65f5-417d-bfbc-037538e80fb5,S2B_MSIL2A_20200302T110849_N0214_R137_T30UXC_20200302T122930.SAFE,2020-03-02 11:08:49.024,137,21.047867,DESCENDING,T30UXC,T30UXC_20200302T110849,03,062,2020
2cb9e60c-74d4-4f76-ba8b-e1ce79f55d66,S2A_MSIL2A_20200229T112111_N0214_R037_T30UXC_20200229T122610.SAFE,2020-02-29 11:21:11.024,37,26.667288,DESCENDING,T30UXC,T30UXC_20200229T112111,02,060,2020
0f739632-4982-4910-9531-d5dbe3ab37eb,S2A_MSIL2A_20200226T111051_N0214_R137_T30UXC_20200226T122459.SAFE,2020-02-26 11:10:51.025,137,64.555184,DESCENDING,T30UXC,T30UXC_20200226T111051,02,057,2020
bc27baf7-de3b-4c7d-a1b4-d7d49c3f28e6,S2B_MSIL2A_20200224T112109_N0214_R037_T30UXC_20200224T133320.SAFE,2020-02-24 11:21:09.025,37,99.5933,DESCENDING,T30UXC,T30UXC_20200224T112109,02,055,2020
18767b72-15c8-41e0-accd-a46857fb6ace,S2B_MSIL2A_20200221T110959_N0214_R137_T30UXC_20200221T120438.SAFE,2020-02-21 11:09:59.024,137,99.395442,DESCENDING,T30UXC,T30UXC_20200221T110959,02,052,2020
443e7710-cdf5-4e1e-bc9e-67f55b8e397b,S2A_MSIL2A_20200219T112111_N0214_R037_T30UXC_20200219T124126.SAFE,2020-02-19 11:21:11.024,37,94.245012,DESCENDING,T30UXC,T30UXC_20200219T112111,02,050,2020
12a1746c-4d1d-44ec-86af-ea7b93b99310,S2A_MSIL2A_20200216T111131_N0214_R137_T30UXC_20200216T122831.SAFE,2020-02-16 11:11:31.024,137,76.104156,DESCENDING,T30UXC,T30UXC_20200216T111131,02,047,2020
da8ac469-4a56-424e-8cd1-8032d5252a8b,S2B_MSIL2A_20200211T111109_N0214_R137_T30UXC_20200214T190859.SAFE,2020-02-11 11:11:09.024,137,27.436575,DESCENDING,T30UXC,T30UXC_20200211T111109,02,042,2020
b908eb42-4f12-4987-8bcc-2e16db65d6dc,S2B_MSIL2A_20200214T112109_N0214_R037_T30UXC_20200214T122355.SAFE,2020-02-14 11:21:09.024,37,99.4424,DESCENDING,T30UXC,T30UXC_20200214T112109,02,045,2020
4993b02b-c504-4f2a-9331-25aeb0c8b16e,S2A_MSIL2A_20200209T112221_N0214_R037_T30UXC_20200209T123842.SAFE,2020-02-09 11:22:21.024,37,60.037347,DESCENDING,T30UXC,T30UXC_20200209T112221,02,040,2020
da99cd86-e045-4d7d-9038-45468ab91a89,S2B_MSIL2A_20200204T112149_N0214_R037_T30UXC_20200208T053331.SAFE,2020-02-04 11:21:49.024,37,84.443802,DESCENDING,T30UXC,T30UXC_20200204T112149,02,035,2020
b2c75a9d-b001-4514-b677-8daa02b41ec9,S2A_MSIL2A_20200206T111231_N0214_R137_T30UXC_20200206T122704.SAFE,2020-02-06 11:12:31.024,137,12.658529000000001,DESCENDING,T30UXC,T30UXC_20200206T111231,02,037,2020
5625932a-8781-4d57-b0e6-ba0d7273a6b6,S2B_MSIL2A_20200201T111159_N0213_R137_T30UXC_20200201T122452.SAFE,2020-02-01 11:11:59.024,137,23.602992,DESCENDING,T30UXC,T30UXC_20200201T111159,02,032,2020
f6ada6a1-2f89-4456-9675-497bf9293d86,S2A_MSIL2A_20200130T112311_N0213_R037_T30UXC_20200130T123345.SAFE,2020-01-30 11:23:11.024,37,99.872916,DESCENDING,T30UXC,T30UXC_20200130T112311,01,030,2020
c3737793-34ea-4989-993e-17508027c7dc,S2A_MSIL2A_20200127T111321_N0213_R137_T30UXC_20200127T123036.SAFE,2020-01-27 11:13:21.024,137,97.01377800000002,DESCENDING,T30UXC,T30UXC_20200127T111321,01,027,2020
06ff8003-e1d2-4aeb-8e1d-471b285d820a,S2B_MSIL2A_20200125T112239_N0213_R037_T30UXC_20200125T122638.SAFE,2020-01-25 11:22:39.024,37,99.964238,DESCENDING,T30UXC,T30UXC_20200125T112239,01,025,2020
aa4082fa-e26b-4580-b987-a5b7af369a09,S2B_MSIL2A_20200122T111249_N0213_R137_T30UXC_20200122T122946.SAFE,2020-01-22 11:12:49.025,137,99.650536,DESCENDING,T30UXC,T30UXC_20200122T111249,01,022,2020
ea29d0ef-7384-4a77-905c-168614e1b1fa,S2A_MSIL2A_20200120T112401_N0213_R037_T30UXC_20200120T123507.SAFE,2020-01-20 11:24:01.024,37,45.864068,DESCENDING,T30UXC,T30UXC_20200120T112401,01,020,2020
24cb827d-acba-4457-a46f-c0337222aaea,S2A_MSIL2A_20200117T111411_N0213_R137_T30UXC_20200117T123015.SAFE,2020-01-17 11:14:11.024,137,77.372646,DESCENDING,T30UXC,T30UXC_20200117T111411,01,017,2020
085c9573-0e0c-4d99-9a96-ddbf7429dc0c,S2B_MSIL2A_20200115T112319_N0213_R037_T30UXC_20200115T123418.SAFE,2020-01-15 11:23:19.024,37,80.812762,DESCENDING,T30UXC,T30UXC_20200115T112319,01,015,2020
4b3c879e-c580-4d7d-8edf-7a52b619dfb1,S2B_MSIL2A_20200112T111329_N0213_R137_T30UXC_20200112T122412.SAFE,2020-01-12 11:13:29.024,137,44.499143999999994,DESCENDING,T30UXC,T30UXC_20200112T111329,01,012,2020
b4850b43-4cf0-4175-97cf-9254a9d39760,S2A_MSIL2A_20200110T112431_N0213_R037_T30UXC_20200110T123531.SAFE,2020-01-10 11:24:31.024,37,12.077573,DESCENDING,T30UXC,T30UXC_20200110T112431,01,010,2020
56b2168a-35b0-4745-aab0-50ffc91ff559,S2A_MSIL2A_20200107T111431_N0213_R137_T30UXC_20200107T122953.SAFE,2020-01-07 11:14:31.024,137,91.81147,DESCENDING,T30UXC,T30UXC_20200107T111431,01,007,2020
50356c0d-a16b-48a3-9159-a821aec50dff,S2B_MSIL2A_20200105T112349_N0213_R037_T30UXC_20200105T123810.SAFE,2020-01-05 11:23:49.024,37,91.472693,DESCENDING,T30UXC,T30UXC_20200105T112349,01,005,2020
6a841b07-e76d-4a74-8460-a95398e7d24a,S2B_MSIL2A_20200102T111349_N0213_R137_T30UXC_20200102T122616.SAFE,2020-01-02 11:13:49.024,137,95.116035,DESCENDING,T30UXC,T30UXC_20200102T111349,01,002,2020
cf9225cb-58b5-4d0f-9427-90df50693435,S2A_MSIL2A_20191231T112451_N0213_R037_T30UXC_20191231T123051.SAFE,2019-12-31 11:24:51.024,37,84.911168,DESCENDING,T30UXC,T30UXC_20191231T112451,12,365,2019
e5890683-d3a6-4e42-b92f-2ae18fa2c9bd,S2A_MSIL2A_20191228T111451_N0213_R137_T30UXC_20191228T122432.SAFE,2019-12-28 11:14:51.024,137,99.99999799999999,DESCENDING,T30UXC,T30UXC_20191228T111451,12,362,2019
19b66d17-1fa9-4ec6-948a-ceb2f340c822,S2B_MSIL2A_20191226T112359_N0213_R037_T30UXC_20191226T122946.SAFE,2019-12-26 11:23:59.024,37,58.46465400000001,DESCENDING,T30UXC,T30UXC_20191226T112359,12,360,2019
bc4e6093-eb8d-4c08-be49-2c1f82c9717c,S2B_MSIL2A_20191223T111359_N0213_R137_T30UXC_20191223T123500.SAFE,2019-12-23 11:13:59.024,137,1.591986,DESCENDING,T30UXC,T30UXC_20191223T111359,12,357,2019
7a24b425-a37c-4b24-8ba8-a2844e7fc753,S2A_MSIL2A_20191221T112451_N0213_R037_T30UXC_20191221T124722.SAFE,2019-12-21 11:24:51.024,37,9.85307,DESCENDING,T30UXC,T30UXC_20191221T112451,12,355,2019
32cadb3d-de50-4d5b-bfca-e508cecdc327,S2A_MSIL2A_20191218T111451_N0213_R137_T30UXC_20191218T123145.SAFE,2019-12-18 11:14:51.024,137,95.77562799999998,DESCENDING,T30UXC,T30UXC_20191218T111451,12,352,2019
49731927-ce46-4d42-ba09-afc4218ace71,S2B_MSIL2A_20191216T112359_N0213_R037_T30UXC_20191216T124126.SAFE,2019-12-16 11:23:59.024,37,100.0,DESCENDING,T30UXC,T30UXC_20191216T112359,12,350,2019
96a5b98c-5f01-4af3-9705-cb80af683a44,S2B_MSIL2A_20191213T111349_N0213_R137_T30UXC_20191213T123757.SAFE,2019-12-13 11:13:49.024,137,39.147971,DESCENDING,T30UXC,T30UXC_20191213T111349,12,347,2019
7af2d1c1-c6af-401d-a31f-8fabdfdc884f,S2A_MSIL2A_20191211T112451_N0213_R037_T30UXC_20191211T124129.SAFE,2019-12-11 11:24:51.024,37,9.990174,DESCENDING,T30UXC,T30UXC_20191211T112451,12,345,2019
b7591e25-b2e6-427a-a325-f319b4c32258,S2A_MSIL2A_20191208T111441_N0213_R137_T30UXC_20191208T123800.SAFE,2019-12-08 11:14:41.024,137,13.574061,DESCENDING,T30UXC,T30UXC_20191208T111441,12,342,2019
d653870d-e12a-4425-8df2-def4cefcd637,S2B_MSIL2A_20191206T112339_N0213_R037_T30UXC_20191206T120945.SAFE,2019-12-06 11:23:39.024,37,90.355621,DESCENDING,T30UXC,T30UXC_20191206T112339,12,340,2019
1887516d-25eb-48ac-b1d2-4a1907b9b538,S2B_MSIL2A_20191203T111329_N0213_R137_T30UXC_20191203T123004.SAFE,2019-12-03 11:13:29.024,137,36.447502,DESCENDING,T30UXC,T30UXC_20191203T111329,12,337,2019
b76537fe-b49a-4452-9f86-88410c4dca7a,S2A_MSIL2A_20191201T112431_N0213_R037_T30UXC_20191201T123851.SAFE,2019-12-01 11:24:31.024,37,19.175355,DESCENDING,T30UXC,T30UXC_20191201T112431,12,335,2019
e0f86783-ba59-4690-b76e-0a0b8906b8e2,S2A_MSIL2A_20191128T111411_N0213_R137_T30UXC_20191128T123924.SAFE,2019-11-28 11:14:11.024,137,94.279884,DESCENDING,T30UXC,T30UXC_20191128T111411,11,332,2019
5923038f-f7b4-479b-8491-0dbfa9b54dea,S2B_MSIL2A_20191126T112409_N0213_R037_T30UXC_20191126T122651.SAFE,2019-11-26 11:24:09.025,37,97.00771,DESCENDING,T30UXC,T30UXC_20191126T112409,11,330,2019
0fc5fa60-406b-4b22-9e88-b120c43c47e4,S2B_MSIL2A_20191123T111259_N0213_R137_T30UXC_20191123T123634.SAFE,2019-11-23 11:12:59.024,137,98.21862299999998,DESCENDING,T30UXC,T30UXC_20191123T111259,11,327,2019
7a8aee7e-7ad9-417b-b09b-c3ae48d66e5a,S2A_MSIL2A_20191121T112401_N0213_R037_T30UXC_20191121T123621.SAFE,2019-11-21 11:24:01.024,37,100.0,DESCENDING,T30UXC,T30UXC_20191121T112401,11,325,2019
a42f7300-4228-4781-b5a1-ed8affc60770,S2A_MSIL2A_20191118T111341_N0213_R137_T30UXC_20191118T122606.SAFE,2019-11-18 11:13:41.024,137,5.777104,DESCENDING,T30UXC,T30UXC_20191118T111341,11,322,2019
3e3e350a-d5bb-489a-b2c7-070cb70ad47b,S2B_MSIL2A_20191116T112239_N0213_R037_T30UXC_20191116T122328.SAFE,2019-11-16 11:22:39.024,37,56.746990999999994,DESCENDING,T30UXC,T30UXC_20191116T112239,11,320,2019
5490473a-4986-4254-b087-9cfc07f5eac4,S2B_MSIL2A_20191113T111219_N0213_R137_T30UXC_20191113T122747.SAFE,2019-11-13 11:12:19.025,137,15.443813,DESCENDING,T30UXC,T30UXC_20191113T111219,11,317,2019
bf0ddacb-ba4b-46ea-bba4-ee7cd18e90e9,S2A_MSIL2A_20191111T112311_N0213_R037_T30UXC_20191111T123545.SAFE,2019-11-11 11:23:11.024,37,12.381675,DESCENDING,T30UXC,T30UXC_20191111T112311,11,315,2019
153bc858-31ee-412c-af54-74ba67bc15f8,S2A_MSIL2A_20191108T111251_N0213_R137_T30UXC_20191108T123430.SAFE,2019-11-08 11:12:51.024,137,76.56655,DESCENDING,T30UXC,T30UXC_20191108T111251,11,312,2019
6e2c6c03-366a-407e-8c98-2e8eb0085a46,S2B_MSIL2A_20191106T112149_N0213_R037_T30UXC_20191106T135757.SAFE,2019-11-06 11:21:49.024,37,99.787048,DESCENDING,T30UXC,T30UXC_20191106T112149,11,310,2019
eb740220-59f5-4def-a3ee-b2a0cb1a43ad,S2B_MSIL2A_20191103T111129_N0213_R137_T30UXC_20191103T122214.SAFE,2019-11-03 11:11:29.024,137,92.45849,DESCENDING,T30UXC,T30UXC_20191103T111129,11,307,2019
0ac1634b-486c-4307-944a-efd871f81b77,S2A_MSIL2A_20191101T112221_N0213_R037_T30UXC_20191101T123700.SAFE,2019-11-01 11:22:21.024,37,98.263105,DESCENDING,T30UXC,T30UXC_20191101T112221,11,305,2019
c73b66fb-227f-41a7-8611-c5e30598c067,S2A_MSIL2A_20191029T111201_N0213_R137_T30UXC_20191029T123212.SAFE,2019-10-29 11:12:01.024,137,70.276962,DESCENDING,T30UXC,T30UXC_20191029T111201,10,302,2019
d4385f76-c433-4730-aef9-e3772fc0ed5f,S2B_MSIL2A_20191027T112119_N0213_R037_T30UXC_20191027T122034.SAFE,2019-10-27 11:21:19.024,37,2.175142,DESCENDING,T30UXC,T30UXC_20191027T112119,10,300,2019
b5e0abd9-e95a-41ed-a6d5-f2b9863ecc08,S2B_MSIL2A_20191024T111049_N0213_R137_T30UXC_20191024T120657.SAFE,2019-10-24 11:10:49.024,137,72.110963,DESCENDING,T30UXC,T30UXC_20191024T111049,10,297,2019
7901e839-cfda-4688-9274-930e104ab1ae,S2A_MSIL2A_20191022T112121_N0213_R037_T30UXC_20191022T123705.SAFE,2019-10-22 11:21:21.024,37,1.623616,DESCENDING,T30UXC,T30UXC_20191022T112121,10,295,2019
18faa064-ff40-4151-a01c-8139d4d491d3,S2A_MSIL2A_20191019T111101_N0213_R137_T30UXC_20191019T122515.SAFE,2019-10-19 11:11:01.024,137,28.044052999999998,DESCENDING,T30UXC,T30UXC_20191019T111101,10,292,2019
1543d1e0-3ece-47b7-9917-fa189f8c1d35,S2B_MSIL2A_20191017T112119_N0213_R037_T30UXC_20191017T132546.SAFE,2019-10-17 11:21:19.024,37,70.47556,DESCENDING,T30UXC,T30UXC_20191017T112119,10,290,2019
0a55a573-3df3-4059-a853-f58f273bb3e2,S2B_MSIL2A_20191014T111019_N0213_R137_T30UXC_20191014T130121.SAFE,2019-10-14 11:10:19.024,137,94.895421,DESCENDING,T30UXC,T30UXC_20191014T111019,10,287,2019
